題號,分類狀態,待審,原答案,採計答案,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
CMU-107-Q35,FORMAL,False,E,E,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,7,7,4,,questions/Q35.png,ecbbeb336654837c60f16106aa97bf4a62a8255498eb0562de7bb24e850ff17d,L2440,37.1 / Topsoil Composition,,,37.1 / Topsoil Composition：根部酸化土壤使吸附的礦物陽離子進入土壤液。,無另列最小次條目；題幹以營養吸收為目的，37.1表土組成含交換機制與原圖，最小條目足以對應兩種物質。,採E。教材807圖37.3明示呼吸CO2與主動釋出H+；CO2溶水成碳酸並解離出H+，促陽離子交換。根吸收的是釋放進土壤液的陽離子，不直接從土粒取離子。,"806,807","855,856",Codex /root,CMU-107-R2-Q35
CMU-107-Q36,FORMAL,False,E,E,維持原答案E,7,7,4,6,questions/Q36.png,1ac62afbcc9fef88c312d15c652067eb927922332e01a6cae710bbdcb6a92d1e,L1254,20.2 / Determining Gene Function,L1274,20.4 / Medical Applications,20.2 / Determining Gene Function：GWAS比較群體中與性狀相關的變異標記。,20.4 / Medical Applications：SNP關聯在人類風險檢測中的應用,採E。教材427在Determining Gene Function下解釋GWAS與SNP；433另述醫療應用。SNP可與致病等位連鎖，相關不等於標記本身有因果效應；不宣稱所有GWAS永遠僅能研究SNP或STR無任何用途。,"426,427,433,434","475,476,482,483",Codex /root,CMU-107-R2-Q36
CMU-107-Q37,FORMAL,False,A,A,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,7,7,4,,questions/Q37.png,b97acfcead2e2d331578b9282f876a8830a08b5f3670747676be1d88d0c80902,L1498,24.2 / Allopatric (“Other Country”) Speciation,L1488,24.1 / The Biological Species Concept,24.2 / Allopatric (“Other Country”) Speciation：異域種化以地理分隔減少基因流為特徵。,24.1 / The Biological Species Concept：種化完成仍須形成生殖隔離，不能只看地圖,採A。地理隔離是異域機制的起點，不足以保證新物種形成；D是種化的重要結果／物種界線。原「完全」較強，實際基因流可逐步減少，某些屏障是否有效亦取決於物種移動能力。,"507,508,509,511,512","556,557,558,560,561",Codex /root,CMU-107-R2-Q37
CMU-107-Q38,FORMAL,False,C,C或D,原C，官方更正為C或D，任選其一皆採計,7,7,4,6,questions/Q38.png,aef56fc6bc92d2ed269facc0a36efe86adb6a5ea316b6447e465554362616945,L3258,49.2 / Biological Clock Regulation,L2570,39.3 / Biological Clocks and Circadian Rhythms,49.2 / Biological Clock Regulation：哺乳類SCN位於下視丘而非海馬迴，並比較細菌到動物的時鐘。,39.3 / Biological Clocks and Circadian Rhythms：恆暗下植物仍有約24小時節律,原C，釋疑更正C或D。細菌也有生物時鐘，D的海馬迴為官方承認誤植，原題不可悄改為下視丘。circadian是約一日，恆定環境週期不必精確24小時；候鳥遷徙涉及季節節律，不能將其全等同單一24小時振盪。,"857,858,1094,1095","906,907,1143,1144",Codex /root,CMU-107-R2-Q38
CMU-107-Q39,FORMAL,False,C,C,維持原答案C,8,8,4,6,questions/Q39.png,33e89683dbe041cae6ad05bfc18c16feb45200a4852e46ac66fde678a40d8da5,L1123,18.2 / Regulation of Chromatin Structure,L3062,46.1 / Variation in Patterns of Sexual Reproduction,18.2 / Regulation of Chromatin Structure：核心是非序列改變的染色質標記與表觀遺傳調控。,46.1 / Variation in Patterns of Sexual Reproduction：溫度影響爬蟲類性別屬生殖模式比較,採C，官方以11版定義維持。教材372定義及1020環境性別可區分表現可塑性與可遺傳標記，但不能由定義宣稱短吻鱷完全不涉表觀調控：2014原始研究已發現不同孵化溫度伴隨SOX9/CYP19A1啟動子甲基化與表現差異。這是關聯證據，不等於證明每一機制或跨代遺傳；五選項「影響最小」也未有統一量尺。,"371,372,1020","420,421,1069",Codex /root,CMU-107-R2-Q39
CMU-107-Q40,FORMAL,False,E,E,維持原答案E,8,8,4,6,questions/Q40.png,ceaf7b61779e4d859ff538add9d183c6766227d651d92971f499edde4781b6b2,L3490,52.2 / Climate and Terrestrial Biomes,,,52.2 / Climate and Terrestrial Biomes：陸域biome分布最直接對應氣候圖的降雨與溫度。,無另列最小次條目；緯度影響氣候但題目明有biome，主52.2氣候與陸域群系；教材不是聲稱土壤、緯度、歷史全無作用。,採E。教材1171用平均年雨量和溫度比較biomes，並說季節性及其他因素仍有作用。原「某地所具有的生物種類／生物相」不是biome的完整定義；biome應指具典型氣候與植被的廣域生物群系，保留原中英術語不靜默訂正。,"1171,1172,1173","1220,1221,1222",Codex /root,CMU-107-R2-Q40
CMU-107-Q41,FORMAL,False,A,A,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,8,8,4,,questions/Q41.png,b6a0c9e478c6be082f953b034b7679bd123a16c2541de5defb863f96f5e12ade,L1110,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation,L1107,18.1 / Operons: The Basic Concept,18.1 / Repressible and Inducible Operons: Two Types of Negative Gene Regulation：tryptophan作共抑制物使trp repressor活化並抑制轉錄。,18.1 / Operons: The Basic Concept：operon與operator位置及可逆結合的基礎,採A。tryptophan與抑制子在異位結合使其能結合operator；不是乳糖操作子的作用，也不是色胺酸直接充當lac誘導物。,"366,367,368,369","415,416,417,418",Codex /root,CMU-107-R2-Q41
CMU-107-Q42,FORMAL,False,B,B,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,8,8,4,,questions/Q42.png,acd70b255a8408e24d9035345660edef7d408bcf2f3a10443173f5a3486f0e17,L3447,51.4 / Altruism,L3450,51.4 / Inclusive Fitness,51.4 / Altruism：利他行為使受益者增益而行為者的直接適存度付出代價。,51.4 / Inclusive Fitness：親緣選擇與互惠利他的演化解釋,採B。社會性動物常見利他，不只哺乳類也不只近親；間接適存度或互惠回報不能直接等同每個利他行為者必有更多自身子代。,"1156,1157,1158","1205,1206,1207",Codex /root,CMU-107-R2-Q42
CMU-107-Q43,FORMAL,False,A,A,維持原答案A,8,8,4,7,questions/Q43.png,f3b14d21a234c184c379b8e88458b047a131cee74b6bb7f73d2044948187a732,L1267,20.3 / Stem Cells of Animals,"L0391,L2917",6.7 / The Extracellular Matrix (ECM) of Animal Cells ; 43.3 / Immune Rejection,20.3 / Stem Cells of Animals：iPS重編程、分化與移植風險是核心生物技術。,6.7 / The Extracellular Matrix (ECM) of Animal Cells：移植細胞黏附涉及細胞與ECM連結；43.3 / Immune Rejection：自體來源和異體抗原排斥須區分,採A（甲乙）。自體iPS降低典型異體不相容，但不保證任何自體衍生製劑絕無免疫反應。成熟心肌不會因此通常轉分化表皮。腫瘤風險須區分未分化殘留、異常重編程與成熟心肌本身；2017工程心臟組織研究純化以降低風險並觀察到植入存活及未見腫瘤，不能說甲乙每次必發生。,"118,119,430,431,432,969,970","167,168,479,480,481,1018,1019",Codex /root,CMU-107-R2-Q43
CMU-107-Q44,FORMAL,False,A,A,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,8,8,4,,questions/Q44.png,9f44b179ce7a844c37727c569398648d6047a4281833182bbae5b10ebe4c7c98,L0349,6.4 / Lysosomes: Digestive Compartments,,,6.4 / Lysosomes: Digestive Compartments：自噬利用溶體回收自身細胞質與胞器。,無另列最小次條目；教材108直接定義autophagy與圖示，主6.4溶體；區分自體回收和吞噬外來／鄰細胞，無需加錯誤機制章。,採A。自噬可處理少量細胞質，不限受損胞器；可幫助存活，不必終止於程序性死亡。教材巨自噬由雙膜包裹後與溶體融合，非溶體直接吞接壞死胞器。處理鄰近壞死細胞屬其他吞噬情境。,"107,108","156,157",Codex /root,CMU-107-R2-Q44
CMU-107-Q45,FORMAL,False,C,C,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,8,8,4,,questions/Q45.png,b348855e4c16743178c1ecab41a98c931701d2bd4b94942026dc26713e93c986,L0529,8.4 / Effects of Local Conditions on Enzyme Activity,L0558,9.1 / Redox Reactions: Oxidation and Reduction,8.4 / Effects of Local Conditions on Enzyme Activity：辨識有機輔因子與輔酶的定義。,9.1 / Redox Reactions: Oxidation and Reduction：NAD+/NADH及FAD/FADH2作氧化還原載體,採C。NAD+與FAD是常見氧化還原輔酶；不能說NADH/FADH2就完全不是輔酶，兩者是相應還原型。原題「最常見」未提供定量比較或培養條件，本輪不編造細胞內濃度證明。教材Cofactors是正文小標，目錄最小條目為8.4 Effects of Local Conditions on Enzyme Activity。,"158,166,167,174,175","207,215,216,223,224",Codex /root,CMU-107-R2-Q45
CMU-107-Q46,FORMAL,False,E,E,維持原答案E,9,9,4,7,questions/Q46.png,98574610167bc209a6e2d5919aeb0731bbf87cc8a854a00dcf118e94a9b80de0,L1019,16.2 / Replicating the Ends of DNA Molecules,,,16.2 / Replicating the Ends of DNA Molecules：端粒酶以自身RNA模板補足端粒重複序列。,無另列最小次條目；教材329明示自身RNA模板與生殖細胞端粒維持，主16.2末端複製的最小條目，原D與釋疑用詞限制照存。,採E。端粒酶延伸DNA的3′端，合成方向5′→3′，再使互補股得以補足；不是具有3′→5′合成活性。多數分化體細胞端粒酶低或不活躍，不能用「略小於生殖細胞」普遍描述，也不應說所有體細胞完全沒有端粒酶。,"328,329","377,378",Codex /root,CMU-107-R2-Q46
CMU-107-Q47,FORMAL,False,E,E,維持原答案E,9,9,4,7,questions/Q47.png,e6953ef524d9990ecbe7d5c6bdbe28162b5555c550085aefdb043040b3804b75,L1010,16.2 / DNA Replication: A Closer Look,L1049,17.2 / Molecular Components of Transcription,16.2 / DNA Replication: A Closer Look：topoisomerase暫時斷裂、旋轉／通過再接合以解除複製產生的扭力。,17.2 / Molecular Components of Transcription：轉錄也會改變DNA拓撲，須另查轉錄過程,採E。C較符合helicase分離兩股，topoisomerase可斷且可接回；不同類型能量需求不同，不能一概說不需能量。原「RNA轉錄」依官方解作由DNA合成RNA，不是RNA模板自我轉錄。補充作者教材明示複製與轉錄都需處理超螺旋。,"322,323,324,342","371,372,373,391",Codex /root,CMU-107-R2-Q47
CMU-107-Q48,FORMAL,False,B,B或D,原B，官方更正為B或D，任選其一皆採計,9,9,4,7,questions/Q48.png,c9d3c52d3bfee6a1ab7295e31dcd6c6432bd30419b0bdc0629f04714434df852,L0414,7.1 / Evolution of Differences in Membrane Lipid Composition,L0411,7.1 / The Fluidity of Membranes,7.1 / Evolution of Differences in Membrane Lipid Composition：環境溫度改變時調節膜脂組成以維持合適流動性。,7.1 / The Fluidity of Membranes：飽和與不飽和脂肪酸對膜流動性的物理作用,原B，更正B或D。一般升溫下增加飽和脂肪酸可抵消過度流動；特定菌種、培養及脂質類別可能不同，不能將官方開放B說成普遍升溫必增加不飽和脂肪酸。釋疑所列1978/1987等文獻未在本輪全部取得全文，不宣稱它們一致證明B；另查E.coli熱適應研究呈飽和成分上升，可支持D的範圍。,"128,129","177,178",Codex /root,CMU-107-R2-Q48
CMU-107-Q49,FORMAL,False,A,A,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,9,9,4,,questions/Q49.png,c42b7b1307d1ce992822ac54fc7ca602796b23ee042a33a94d8fd88466b38e87,L1741,27.3 / Metabolic Cooperation,,,27.3 / Metabolic Cooperation：細菌以化學訊息協調生物膜形成及群體功能。,無另列最小次條目；教材582的Metabolic Cooperation直接說明biofilm訊息與抗生素耐受，另讀原始跨種AI-2辨識研究排除丙，主27.3足夠。,採A（甲乙）。原丁以碰撞解釋錯，quorum sensing依累積訊息與感受機制；可涉及跨種溝通，非僅同種類。生物膜可使抗生素處理困難，但不能把所有耐藥都等同quorum sensing或基因抗藥性突變。,"582,583","631,632",Codex /root,CMU-107-R2-Q49
CMU-107-Q50,FORMAL,False,E,E,未列於已取得107生物釋疑PDF3–7；依同年度原答案PDF4採計,9,9,4,,questions/Q50.png,6da222b22b3f6e3aab6965b1182d1c522a865f3514a34e45e322323028704db8,L1013,16.2 / Proofreading and Repairing DNA,,,16.2 / Proofreading and Repairing DNA：UV誘發嘧啶二聚體及核苷酸切除修復。,無另列最小次條目；教材327–328直接有UV、thymine dimer、NER及缺陷後果，主16.2修復條目確定，無需以皮膚癌結果取代機制。,採E。相鄰同一DNA股上的胸腺嘧啶可共價連結形成二聚體，NER切除受損短片段再補合；不是把UV典型損傷寫成兩股間交聯或用錯配修復處理。UV亦可造成其他損傷，本題問典型最可能者。,"327,328","376,377",Codex /root,CMU-107-R2-Q50
