題號,分類狀態,待審,原答案,依已取得來源採計,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
TCU-107-Q34,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q34.png,e3ef24756bdfe20d6deaa5905486d3c82af519b2ff5ddfed8840d86db38daf71,L2980,44.4 / Adaptations of the Vertebrate Kidney to Diverse Environments,L2977,44.4 / Solute Gradients and Water Conservation,44.4 / Adaptations of the Vertebrate Kidney to Diverse Environments：沙漠哺乳類長亨利氏環為脊椎動物腎臟環境適應。,44.4 / Solute Gradients and Water Conservation：髓質溶質梯度及水分保留解釋長環效果,原表C。較多近髓質腎元與長環有助建立高滲梯度、濃縮尿液；環的長短是可受選擇的差異，不是個體因需要而目的性長出。正文989對Australian hopping mice誤稱小有袋類不沿用，991的哺乳類腎臟比較為本題依據。,"985,986,989,990,991,992,993","1034,1035,1038,1039,1040,1041,1042",Codex /root,TCU-107-R2-Q34
TCU-107-Q35,FORMAL,False,A,A,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q35.png,561ecfc4cd91fc79b9510f753df0f7e66b8aa88dc86803d1499593fa2b1dcc21,L0665,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar,L0631,10.2 / Chloroplasts: The Sites of Photosynthesis in Plants,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar：Calvin循環所在地及功能對應10.4概念；真實目錄未再列其三階段為葉。,10.2 / Chloroplasts: The Sites of Photosynthesis in Plants：葉綠體構造區分基質、類囊體膜與腔,原表A。Calvin循環酵素主要在葉綠體基質；類囊體膜為光反應電子傳遞與ATP合成相關結構，不是Calvin循環所在地。,"189,190,191,201,202","238,239,240,250,251",Codex /root,TCU-107-R2-Q35
TCU-107-Q36,FORMAL,False,C,C,維持原答案C,7,7,1,3,questions/Q36.png,55ad344198f39903f786676e36a12dc628d7703ae31ce024e84b183ff259051a,L0676,10.5 / C4 Plants,L0673,10.5 / Photorespiration: An Evolutionary Relic?,10.5 / C4 Plants：C4初始固定酵素及細胞分工是直接最小考點。,10.5 / Photorespiration: An Evolutionary Relic?：光呼吸是C4濃縮CO2機制降低的代價,原表C且釋疑維持C。PEP carboxylase先在葉肉細胞固定CO2形成四碳產物，再到維管束鞘釋出CO2供Rubisco。公告將初始固定寫在維管束鞘，與教材204圖10.19不符；原題為「無明顯光呼吸」，公告說不會進行且稱為消耗過多光反應產物；教材以Rubisco氧合及濃縮CO2解釋，不作目的性推論。答案C保留，錯誤理由不沿用。,"203,204,205","252,253,254",Codex /root,TCU-107-R2-Q36
TCU-107-Q37,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q37.png,f9d46b9596009d2aa1057e3badfe0b05f4528c4e77e5657b2704d4c396ddac5c,L0673,10.5 / Photorespiration: An Evolutionary Relic?,,,10.5 / Photorespiration: An Evolutionary Relic?：Rubisco氧合反應造成光呼吸耗能與碳損失。,無另列最小次目；原圖C是產CO2、耗ATP及O2，與氧合回收吻合，不混成粒線體氧化磷酸化。,原表C。光呼吸消耗O2，回收流程需能量並釋CO2，不能說它產生ATP以驅動Calvin循環。C4及CAM減少此損失而非使所有狀況絕對歸零。,"203,204","252,253",Codex /root,TCU-107-R2-Q37
TCU-107-Q38,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q38.png,610b348292dfbb002e8bf69bc310d83219e8384885a8538d95af5c23a781973b,L0665,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar,,,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar：Calvin循環再生RuBP的碳數與ATP消耗屬10.4最小真實概念。,無另列最小次目；5×3=3×5，需ATP；C不變，整輪9ATP與再生3ATP分開。,原表C。五個三碳G3P共15C重排成三個五碳RuBP共15C，並消耗3 ATP；不是再生ATP。淨出一G3P的整輪成本另為9 ATP與6 NADPH，不能混為此單一步驟。,"201,202","250,251",Codex /root,TCU-107-R2-Q38
TCU-107-Q39,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q39.png,f8134a3c907a5e481dec724947172412afe7eab5844ef10fea757f4801c76d0e,L0466,7.5 / Endocytosis,L0388,6.7 / Cell Walls of Plants,7.5 / Endocytosis：吞噬為膜包裹大型顆粒的胞吞，細胞壁限制偽足伸展。,6.7 / Cell Walls of Plants：植物細胞壁構造提供限制原因,原表C。細胞壁使整體吞噬大型食物顆粒困難；不等於有細胞壁就不能進行任何內吞，小囊泡胞吞、載體運輸與滲透不可混同。,"118,119,139,140","167,168,188,189",Codex /root,TCU-107-R2-Q39
TCU-107-Q40,FORMAL,False,D,D,維持原答案D,8,8,1,4,questions/Q40.png,1eee192ed6add082997d8afac16933458c617b5e758bb3f108e345e6dd8d91f8,L2576,39.3 / Photoperiodism and Responses to Seasons,L2567,39.3 / Phytochrome Photoreceptors,39.3 / Photoperiodism and Responses to Seasons：光週期開花及連續暗期是最小直接考點。,39.3 / Phytochrome Photoreceptors：光敏素協助感受光照時機，不能只以總時數替代連續夜長,原表D且公告維持D。教材859分清日間短暫黑暗和夜間短暫照光；長日植物通常是短夜植物。公告以夜間照光的結論回答日間中斷，推論方向不符，典型夜長模型可容許B。實驗物種與中斷時長未充分指定，不把教材模型當成所有物種B的證明，也不擅改官方D。,"856,857,858,859,860,861","905,906,907,908,909,910",Codex /root,TCU-107-R2-Q40
TCU-107-Q41,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q41.png,96fc84f997511b0d978ed4d0f29d6229f34dd14c9ab0d057cfbe642e43806c66,L2596,39.5 / Defenses Against Pathogens,,,39.5 / Defenses Against Pathogens：感染誘發植物抗菌物質屬防禦病原最小條目。,無另列最小次目；英文專名與真菌感染情境完整；原研究camalexin補正文專名不足，主植物防禦病原。,原表C。phytoalexins是受誘導累積的抗菌次級代謝物，例如阿拉伯芥camalexin；題文中文「植物防禦素」不應混同蛋白質defensins。教材866–869涵蓋誘導防禦，未直接詳述此專名，以原始camalexin研究補充。,"866,867,868,869","915,916,917,918",Codex /root,TCU-107-R2-Q41
TCU-107-Q42,FORMAL,False,B,B,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q42.png,48cce74b9928268c60518c7f91907c3dcca5d9aede00c1e1ae1f899c067deab2,L2463,37.3 / Bacteria and Plant Nutrition,L1738,27.3 / Nitrogen Metabolism,37.3 / Bacteria and Plant Nutrition：根瘤菌與豆科根瘤的固氮互利為直接考點。,27.3 / Nitrogen Metabolism：原核生物代謝多樣性提供固氮能力背景,原表B。根瘤菌感染與分化形成互利根瘤供氮，非正常情形使植物死亡；不要把感染一詞等同致病。,"582,583,814,815,816,817","631,632,863,864,865,866",Codex /root,TCU-107-R2-Q42
TCU-107-Q43,FORMAL,False,B,B,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q43.png,cee796e5feb0b73155482c7adb267f2e9cbc5b77b50ca990775b181ae5f4055a,L0662,10.3 / A Comparison of Chemiosmosis in Chloroplasts and Mitochondria,L0585,9.4 / Chemiosmosis: The Energy-Coupling Mechanism,10.3 / A Comparison of Chemiosmosis in Chloroplasts and Mitochondria：光反應及呼吸鏈皆透過跨膜H+梯度與ATP合成酶耦合。,9.4 / Chemiosmosis: The Energy-Coupling Mechanism：氧化磷酸化的化學滲透為被比較機制,原表B。電子傳遞、質子動力勢與ATP合成酶是共通點；光反應用光能和水供電子，呼吸鏈常用還原型輔酶，不能說全部電子來源相同。不是受質層次磷酸化。,"175,176,177,199,200,201","224,225,226,248,249,250",Codex /root,TCU-107-R2-Q43
TCU-107-Q44,FORMAL,False,A,A,維持原答案A,8,8,1,4,questions/Q44.png,5e5a4b928d5ba8cd44e7f099651ca6982186da3d4cadc99f48771c1662032e35,L1455,23.3 / Genetic Drift,L1458,23.3 / Gene Flow,23.3 / Genetic Drift：小而隔離的族群在相同環境中出現不同等位固定，最可能是遺傳漂變。,23.3 / Gene Flow：基因流作為隔離程度的比較解釋,原表A，公告維持A。兩個族群分別有40個XaXa個體及25個XAXA個體，呈分歧固定（a/A為原圖X的上標）；距離遠支持基因流少但不證明為零，相同棲地也不排除一切選擇。題意問最可能，不沿用公告「僅可能」為唯一機制證明；X基因座不必是X染色體。,"494,495,496","543,544,545",Codex /root,TCU-107-R2-Q44
TCU-107-Q45,FORMAL,False,D,D,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q45.png,228272c69cbefa276cca80c0d32c0f0435bff8a4420147e4f59a7c04db6e5955,L1409,22.3 / Direct Observations of Evolutionary Change,L1202,19.2 / Replicative Cycles of Animal Viruses,22.3 / Direct Observations of Evolutionary Change：耐藥HIV在AZT選擇下增加是自然選擇的直接例子。,19.2 / Replicative Cycles of Animal Viruses：HIV複製與反轉錄酶提供抗病毒藥物作用背景,原表D。原有或複製時產生的耐藥變異受藥物篩選，敏感株下降而耐藥株相對增加；不是病毒因需要而定向突變，不必假設重新感染。教材提供抗藥選擇及HIV機制，不冒稱所列段直接測試本題病人的AZT。,"404,405,406,477,478","453,454,455,526,527",Codex /root,TCU-107-R2-Q45
TCU-107-Q46,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q46.png,62dfb43ba6f57f01591d1abc0ced17fd3967ed8634975f72a8fb67c25bcb37b2,L2283,"35.1 / Vascular Plant Organs: Roots, Stems, and Leaves",L2300,35.3 / Primary Growth of Roots,"35.1 / Vascular Plant Organs: Roots, Stems, and Leaves：根毛為根表皮細胞延伸，直接對應Roots葉。",35.3 / Primary Growth of Roots：根初生生長提供表皮分化與側根來源比較,原表C。根毛是一表皮細胞的延伸，非多細胞側根；側根起自內鞘，不能互換。,"759,760,761,768,769","808,809,810,817,818",Codex /root,TCU-107-R2-Q46
TCU-107-Q47,FORMAL,False,A,A,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q47.png,eea4e080b04165d46a086ea1d430d8f8861491b26de53b92d6699958f554fbf4,L2381,36.3 / Bulk Flow Transport via the Xylem,L2365,36.2 / Short-Distance Transport of Water Across Plasma Membranes,36.3 / Bulk Flow Transport via the Xylem：蒸散造成葉壁負壓並以內聚張力拉升木質液。,36.2 / Short-Distance Transport of Water Across Plasma Membranes：水勢梯度提供方向與驅動力,原表A。葉肉細胞壁的水蒸發形成張力、降低水勢，水沿梯度補入；原題的「葉肉為負壓」需區分細胞壁質外體負壓與活細胞通常正膨壓。水分充足只是條件，沒有完整阻力與梯度數值不能算絕對最大流量。,"788,789,790,791,792,793,794,795","837,838,839,840,841,842,843,844",Codex /root,TCU-107-R2-Q47
TCU-107-Q48,FORMAL,False,A,A,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,9,9,1,,questions/Q48.png,fc84c13ce8a606f087858cec7bf769ba1756c94124c723fe5d2425af01ecab85,L0656,10.3 / Linear Electron Flow,L0662,10.3 / A Comparison of Chemiosmosis in Chloroplasts and Mitochondria,10.3 / Linear Electron Flow：圖中A是PSII放氧端，以線性電子流辨識水分解位置。,10.3 / A Comparison of Chemiosmosis in Chloroplasts and Mitochondria：E是ATP合成酶，需以化學滲透辨識ADP與Pi反應位置,原表A。A處H2O→1/2 O2+2H+ +2e−，E處ADP+Pi合成ATP；B為中間電子鏈，C為PSI，D是類囊體腔。原圖分數1/2、A–E位置完整保留，不能只看文字層辨反應。,"197,198,199,200","246,247,248,249",Codex /root,TCU-107-R2-Q48
TCU-107-Q49,FORMAL,False,C,C,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,9,9,1,,questions/Q49.png,1b3a628770a63991d38747a56e7d5741d881b696dbaf15f8172d8586e174b270,L0665,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar,,,10.4 / The Calvin cycle uses the chemical energy of ATP and NADPH to reduce CO2 to sugar：Calvin循環利用ATP及NADPH將CO2轉為有機碳。,無另列最小次目；C應是NADPH失去還原當量而被氧化，G3P才是直接淨產物；未把葡萄糖簡稱當直接產物。,原表C。ATP提供能量，NADPH提供還原力並被氧化為NADP+；直接淨產物是G3P，之後可形成葡萄糖等，不是整個循環一步直接排出葡萄糖。,"201,202","250,251",Codex /root,TCU-107-R2-Q49
TCU-107-Q50,FORMAL,False,D,D,未列已取得同年公告的7筆生物釋疑；依原表記錄，不宣稱沒有其他公告,9,9,1,,questions/Q50.png,a1c849ce76f0945c3adba45a358c252ae9681d91942d06e5d7ae8ca81c77277f,L2527,38.3 / Plant Biotechnology and Genetic Engineering,L1283,20.4 / Agricultural Applications,38.3 / Plant Biotechnology and Genetic Engineering：農桿菌介導植物轉基因屬植物生物技術與基因工程。,20.4 / Agricultural Applications：DNA工具的農業應用補充轉基因目的,原表D。Agrobacterium的Ti質體/T-DNA系統可將外源基因導入植物細胞；本地教材837談農桿菌天然水平轉移但未細列Ti系統。1983原研究以改造Ti質體導入矮牽牛與菸草細胞補足直接機制，不把整個Ti質體都說成必然完整整合。,"437,438,837,838","486,487,886,887",Codex /root,TCU-107-R2-Q50
