題號,分類狀態,待審,原答案,依已取得來源採計,釋疑,原卷PDF頁,原卷印刷頁,答案PDF頁,釋疑PDF頁,原圖,原圖SHA256,主條目ID,主分類,次條目ID,次分類,主分類理由,次分類理由,科學說明,課本印刷頁,課本PDF頁,覆核者,覆核紀錄
TCU-106-Q32,FORMAL,False,D,D,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,6,6,1,,questions/Q32.png,2ae6e2e8f9f1de021b9f2abecdb34d37c87843b13c10df60ac92c5262d062d5b,L3231,48.4 / Neurotransmitters,L3381,50.5 / Vertebrate Skeletal Muscle,48.4 / Neurotransmitters：肉毒桿菌毒素抑制突觸前ACh釋放，屬神經傳遞物作用。,50.5 / Vertebrate Skeletal Muscle：運動神經釋放ACh引發骨骼肌收縮，連接到肌肉無力表型,原表D。Botulinum toxin阻止突觸前乙醯膽鹼釋放，肌肉收不到正常收縮訊號；此神經肌肉接點使用ACh，非A的GABA、B的dopamine或C的norepinephrine。教材印刷1081明列此機制。,"1077,1078,1080,1081,1128,1129","1126,1127,1129,1130,1177,1178",Codex /root,TCU-106-R2-Q32
TCU-106-Q33,FORMAL,False,A,A,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,6,6,1,,questions/Q33.png,75c5f815db46a6bb8f05709d9ca30f61ba2b3c6649e2ec55a966335a21e14989,L2685,41.1 / Essential Nutrients,L0262,5.4 / Amino Acids (Monomers),41.1 / Essential Nutrients：由飲食取得、人體不能充分自行合成的胺基酸屬必需營養素。,5.4 / Amino Acids (Monomers)：四個選項的胺基酸化學身份,原表A。Methionine為必需胺基酸；serine、glycine通常可自行合成，tyrosine通常可由phenylalanine生成而有條件性限制。僅判斷此四個選項，未把教材較舊的成人必需胺基酸總數敘述當作本題推論。,"75,76,77,899,900","124,125,126,948,949",Codex /root,TCU-106-R2-Q33
TCU-106-Q34,FORMAL,False,C,C,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,6,6,1,,questions/Q34.png,1e4406478d3e18a5e22dceef0329a3e9d54324cf42579f9693bbd7ea79ec6e88,L2853,42.7 / Respiratory Pigments,,,42.7 / Respiratory Pigments：血液CO2運輸在呼吸色素條目正文中說明。,無另列最小次目；本題考點已由主目錄條目完整涵蓋。,原表C。多數CO2在紅血球經carbonic anhydrase促進水合後轉為HCO3−，主要以碳酸氫根形式運輸。直接溶於血漿與結合血紅素也是少數運輸方式，因此「最恰當」指主要機制，不能說A、B過程全不存在；碳酸只是快速平衡的中間形式；D原圖中文「碳酸鹽」與英文carbonic acid（碳酸）亦不同。,"947,948,949","996,997,998",Codex /root,TCU-106-R2-Q34
TCU-106-Q35,FORMAL,False,C,C,維持原答案C,7,7,1,9,questions/Q35.png,2c4b2dd54116db3934af734e5d0cc43e2859b5486c9e78be554bb58475b17568,L1698,26.6 / The Important Role of Horizontal Gene Transfer,,,26.6 / The Important Role of Horizontal Gene Transfer：蚜蟲自真菌取得類胡蘿蔔素合成基因，屬跨物種水平基因轉移。,無另列最小次目；本題考點已由主目錄條目完整涵蓋。,原表及釋疑C。教材印刷570的蚜蟲序列比較實例對應真菌來源，題列基因倍增、分歧或調控改變本身不能充分解釋外源合成基因的取得。水平基因轉移也可發生於真核生物之間。,"568,569,570","617,618,619",Codex /root,TCU-106-R2-Q35
TCU-106-Q36,FORMAL,False,B,B,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q36.png,d6efc666082121e3eb25eeff4883f2ca97da6fda3dd5d74977c9a40ede1edb8f,L0239,5.2 / Sugars,"L0204,L0211",4.2 / Molecular Diversity Arising from Variation in Carbon Skeletons ; 4.3 / The Chemical Groups Most Important in the Processes of Life,5.2 / Sugars：葡萄糖為醛糖、果糖為酮糖，核心是單醣結構。,4.2 / Molecular Diversity Arising from Variation in Carbon Skeletons：碳骨架異構與手性解釋結構差異；4.3 / The Chemical Groups Most Important in the Processes of Life：羰基在端點或內部區分醛與酮,原表B。葡萄糖及果糖都為單醣且可具旋光性，線形葡萄糖含醛基而果糖含酮基。生理溶液常為環狀，不等於失去按開鏈形式定義的醛糖／酮糖分類。D/L也不能直接當作正負旋光符號。,"60,61,62,63,68,69","109,110,111,112,117,118",Codex /root,TCU-106-R2-Q36
TCU-106-Q37,FORMAL,False,D,D,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q37.png,00c6ce8054a6eacd880cc895f007dfa228dfac47cee905d2698c3c060e73ca3c,L0741,11.5 / Apoptosis in the Soil Worm *Caenorhabditis elegans*,"L0744,L3160",11.5 / Apoptotic Pathways and the Signals That Trigger Them ; 47.3 / Fate Mapping,11.5 / Apoptosis in the Soil Worm *Caenorhabditis elegans*：C. elegans是凋亡遺傳路徑的直接範例。,11.5 / Apoptotic Pathways and the Signals That Trigger Them：與哺乳類同源凋亡路徑比較；47.3 / Fate Mapping：細胞譜系追蹤解釋命運圖與固定細胞死亡,原表D。線蟲經典路徑為CED-9、CED-4、CED-3；Bcl-2、Apaf-1及caspase-8／9是哺乳類路徑名稱，不能整組直接套到線蟲。約千個體細胞是概數且性別有差異；逐細胞譜系可追蹤其發育與程序性死亡。,"229,230,231,1058,1059","278,279,280,1107,1108",Codex /root,TCU-106-R2-Q37
TCU-106-Q38,FORMAL,False,A,A,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q38.png,71ec654ed3597ab285ea7802d631b78c6081a5432084def4c71cb2273b67c79c,L2998,45.1 / Intercellular Information Flow,L0249,5.3 / Fats,45.1 / Intercellular Information Flow：前列腺素是局部訊息分子，教材直接定義為修飾脂肪酸。,5.3 / Fats：脂肪酸的碳鏈與羧基提供其化學來源背景,原表A。Prostaglandins為修飾脂肪酸，可在局部訊號中調控發炎及其他反應；非選項B嘌呤、C嘧啶或D類固醇。名稱含「腺」不代表只由前列腺製造。,"72,73,1000,1001","121,122,1049,1050",Codex /root,TCU-106-R2-Q38
TCU-106-Q39,FORMAL,False,D,D,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q39.png,3b247e31a5a95036e18eda0a800dffb1b762d48df8a875ef4058b44f1155fdbc,L3144,47.2 / Gastrulation,L3150,47.2 / Organogenesis,47.2 / Gastrulation：胚層衍生構造是原腸化建立三胚層後的命運。,47.2 / Organogenesis：神經板、神經管形成直接檢驗中樞神經系統來源,原表D。中樞神經系統來自外胚層神經管，非中胚層。教材表47.9概述骨骼肌骨骼多為中胚層、消化道相關上皮及肝臟實質為內胚層；部分顱顏構造有神經脊來源，不能把整個器官所有細胞都歸到單一胚層。,"1049,1050,1051,1052,1054,1055,1056","1098,1099,1100,1101,1103,1104,1105",Codex /root,TCU-106-R2-Q39
TCU-106-Q40,FORMAL,False,C,C,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q40.png,8eefbbb15b678d5c1614bad8320bc866226546dbf529f7cb99a7ff8b555e9608,L2649,40.3 / Balancing Heat Loss and Gain,L2617,40.1 / Evolution of Animal Size and Shape,40.3 / Balancing Heat Loss and Gain：寒冷地區附肢較短以調節熱交換，主分類為熱量得失平衡。,40.1 / Evolution of Animal Size and Shape：體型及表面積／體積關係是比較的幾何基礎,原表C，Allen's rule。較短的耳、尾與四肢有助降低相對散熱面積；與Bergmann主要談整體體型的規則區別。Allen名稱未列為Campbell最小目錄，另以小鼠生長原始研究確認，亦保留發育可塑性，非所有物種毫無例外的定律。,"874,875,885,886,887","923,924,934,935,936",Codex /root,TCU-106-R2-Q40
TCU-106-Q41,FORMAL,False,B,B,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q41.png,0e79c6061249606a11f3da8f0775698343b91c0f3e51e8341207f890836dce90,L0968,15.4 / Abnormal Chromosome Number,L0971,15.4 / Alterations of Chromosome Structure,15.4 / Abnormal Chromosome Number：不分離造成數目異常，與結構變異分類不同。,15.4 / Alterations of Chromosome Structure：缺失、倒位、轉位等是排除選項所需的結構改變對照,原表B。不分離是本應分開的同源染色體或姐妹染色分體未正常分離，可在減數第一次、第二次或有絲分裂發生；不是融合或片段刪除的同義詞。,"306,307,308,309","355,356,357,358",Codex /root,TCU-106-R2-Q41
TCU-106-Q42,FORMAL,False,D,D,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,7,7,1,,questions/Q42.png,8532f2c91307a96c57a06d266c19311e12165b32b82cb3bf39cef166634e3d50,L2111,33.3 / Flatworms,L2701,41.2 / Digestive Compartments,33.3 / Flatworms：絛蟲屬扁形動物，消化道喪失直接支持答案。,41.2 / Digestive Compartments：區分無消化道、單開口消化腔與完整消化管,原表D。絛蟲由體表吸收宿主營養而無消化道；渦蟲有不完整消化腔，蚯蚓與蝸牛有消化管。不能把所有扁形動物都說成無消化道。,"694,695,696,697,904,905","743,744,745,746,953,954",Codex /root,TCU-106-R2-Q42
TCU-106-Q43,FORMAL,False,C,C,維持原答案C,7,7,1,9,questions/Q43.png,ca69fc4318ed4d1df25ca3af861431a955f001bd5a620531a5ebc61795f7442f,L3134,47.1 / Fertilization,,,47.1 / Fertilization：皮質反應改變卵表面形成防止多精入卵的屏障，屬受精。,無另列最小次目；本題考點已由主目錄條目完整涵蓋。,原表及釋疑C。以海膽式vitelline layer為背景，皮質顆粒釋放後使卵黃膜改造成受精膜，形成慢速阻擋；不是未改變的卵黃膜在受精前已阻斷全部精子。哺乳類為透明帶改變，教材說未知有同樣快速電位阻擋，不跨物種混用。,"1044,1045,1046","1093,1094,1095",Codex /root,TCU-106-R2-Q43
TCU-106-Q44,FORMAL,False,D,D,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q44.png,604ea6d51d11d42156b9522d09e8b619cd32331896f8a0842154b607244c119a,L0920,14.4 / Genetic Testing and Counseling,,,14.4 / Genetic Testing and Counseling：比較羊膜穿刺與絨毛膜取樣的時程、材料及遺傳檢驗能力。,無另列最小次目；本題考點已由主目錄條目完整涵蓋。,原表D。教材羊膜穿刺可從第15／16週開始，CVS可於第10／11週進行；所以前者比後者更早的敘述錯誤。此為原題及教材比較範圍，不把教科書週數當作個人檢查建議。,"287,288,289","336,337,338",Codex /root,TCU-106-R2-Q44
TCU-106-Q45,FORMAL,False,C,C,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q45.png,e8b3ce3cc75ad1af07dc27805d2cf92d024c4b1140b2aab3efbe8aab37dddb19,L0265,5.4 / Polypeptides (Amino Acid Polymers),L0262,5.4 / Amino Acids (Monomers),5.4 / Polypeptides (Amino Acid Polymers)：肽鍵形成是胺基酸聚合成多肽的直接過程。,5.4 / Amino Acids (Monomers)：胺基與羧基的位置說明成鍵原子的來源,原表C。相鄰胺基酸的羧基碳與胺基氮形成C–N肽鍵；不是其他選項的C–O、C–H或N–S。縮合淨失去水，多肽主鏈保留羰基。,"75,76,77,78","124,125,126,127",Codex /root,TCU-106-R2-Q45
TCU-106-Q46,FORMAL,False,A,A,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q46.png,8f13a9413717140733ad153676b74792256b1c79831f0b230573e01066dd535e,L3225,48.4 / Termination of Neurotransmitter Signaling,L3231,48.4 / Neurotransmitters,48.4 / Termination of Neurotransmitter Signaling：Sarin延長傳遞訊號的原因是妨礙突觸間隙ACh清除。,48.4 / Neurotransmitters：ACh及其酯酶提供具名作用物與受器背景,原表A。Sarin抑制acetylcholinesterase，使ACh無法正常水解而累積。原圖中文「乙醯膽鹼酯化酶」與英文酵素名稱不完全一致，通常譯作乙醯膽鹼酯酶；保留原文字，不把作用混為合成ACh或阻止釋放。,"1079,1080,1081","1128,1129,1130",Codex /root,TCU-106-R2-Q46
TCU-106-Q47,FORMAL,False,A,A,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q47.png,393e0139169cdb9aa959a3740e9442fab5323558e7e53f6386ccee53012ef5bc,L0181,3.3 / Buffers,L2853,42.7 / Respiratory Pigments,3.3 / Buffers：弱酸與共軛鹼共同緩衝血液pH是Buffers條目的直接例子。,42.7 / Respiratory Pigments：CO2運輸連結碳酸／碳酸氫根平衡與血液功能,原表A。H2CO3／HCO3−可吸收或提供H+，緩和pH變動；其他酸鹼對不等於血液的主要緩衝；D原圖HPO²−缺少O的下標4，標準磷酸氫根為HPO4²−。血液另有血紅素等緩衝系統，不能說碳酸對是唯一緩衝。,"51,52,53,947,948,949","100,101,102,996,997,998",Codex /root,TCU-106-R2-Q47
TCU-106-Q48,FORMAL,False,D,D,維持原答案D,8,8,1,10,questions/Q48.png,72a5a338f48d91d56b87049c12095a50720baec739ecdbdd70c8991873fe0cb1,L3104,46.4 / Hormonal Control of Female Reproductive Cycles,"L3101,L3020",46.4 / Hormonal Control of the Male Reproductive System ; 45.2 / Feedback Regulation,46.4 / Hormonal Control of Female Reproductive Cycles：雌二醇隨濃度及週期改變回饋方向，是女性生殖週期核心。,46.4 / Hormonal Control of the Male Reproductive System：男性LH與FSH的作用細胞用於核其他選項；45.2 / Feedback Regulation：比較正回饋與負回饋的控制原理,原表及釋疑D，但保留科學衝突：教材印刷1032圖及1033正文明示低雌二醇抑制、高且上升的雌二醇可促進GnRH與促性腺激素並誘發LH高峰。題目D用「可」正回饋不能一概判為生理錯誤；公告否定其正回饋的理由與教材不符。已取得原表與公告字母一致，仍記D，未自行推定另一個最終官方採計。,"1005,1031,1032,1033,1034","1054,1080,1081,1082,1083",Codex /root,TCU-106-R2-Q48
TCU-106-Q49,FORMAL,False,D,D,未列已取得同年公告的10筆生物釋疑；依原表記錄，不宣稱沒有其他公告,8,8,1,,questions/Q49.png,d016a2d84c24d6b73284d539aec0f11c3566d70b983f6520ab0585e073b00635,L1491,24.1 / Other Definitions of Species,"L1488,L1646",24.1 / The Biological Species Concept ; 26.2 / Morphological and Molecular Homologies,24.1 / Other Definitions of Species：物種界定需要比較不同物種概念的適用範圍。,24.1 / The Biological Species Concept：生殖隔離是生物學物種概念的判準；26.2 / Morphological and Molecular Homologies：形態與分子資料提供辨識證據,原表D為題問「最不適當」。若要綜合辨識可取樣的現生群體，分子、交配或形態資料通常較直接；但題幹未明訂只限現生物種，化石仍可依形態辨識古生物種。保留題目適用範圍不充分之處，不能宣稱研究者不能用化石鑑定物種。,"507,508,509,510,558,559","556,557,558,559,607,608",Codex /root,TCU-106-R2-Q49
TCU-106-Q50,FORMAL,False,B,B,維持原答案B,8,8,1,10,questions/Q50.png,ec8788c3bbba0e6fae6f2c2578d9801b9aca32f94ea9332ab4888d4f876e1796,L3361,50.3 / Evolution of Visual Perception,"L3348,L3354,L3341",50.2 / Sensing of Gravity and Sound in Invertebrates ; 50.2 / Hearing and Equilibrium in Other Vertebrates ; 50.1 / Types of Sensory Receptors,50.3 / Evolution of Visual Perception：渦蟲眼點光受器與遮光色素的分工是錯誤選項的核心。,50.2 / Sensing of Gravity and Sound in Invertebrates：平衡囊與平衡石感重力；50.2 / Hearing and Equilibrium in Other Vertebrates：側線系統感水流；50.1 / Types of Sensory Receptors：冷熱等不同感覺受器類型,原表及釋疑B。渦蟲眼點的光受器負責感光，色素細胞遮蔽背向來光以辨方向；B「可接受光線」若回指色素細胞則不準確，若回指杯狀單眼則可以成立，主詞有歧義。公告說沒有整層色素細胞，與教材圖50.15所示的遮光色素細胞排列不符，無法據此證明B整句為假，不能抹除原圖結構或改說渦蟲眼點沒有色素細胞。,"1110,1111,1112,1116,1117,1118","1159,1160,1161,1165,1166,1167",Codex /root,TCU-106-R2-Q50
